series_id,event_type,component,creditor,measurement,series_name,source_id,source_name,source_note,source_organization
DT.IXA.DPPG.CD.CG,arrears,interest,all,flow,Net change in interest arrears (current US$),81, International Debt Statistics: DSSI,Net change in interest arrears is the variation in the total amount of interest in arrears between two consecutive years. Data are in current U.S. dollars.,"World Bank, International Debt Statistics."
DT.IXA.OFFT.CD,arrears,interest,official,flow,"Interest arrears, official creditors (current US$)",81, International Debt Statistics: DSSI,"Interest in arrears on long-term debt is defined as interest payment due but not paid, on a cumulative basis. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
DT.IXA.PRVT.CD,arrears,interest,private,flow,"Interest arrears, private creditors (current US$)",81, International Debt Statistics: DSSI,"Interest in arrears on long-term debt is defined as interest payment due but not paid, on a cumulative basis. Debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
DT.AXA.OFFT.CD,arrears,principal,official,flow,"Principal arrears, official creditors (current US$)",81, International Debt Statistics: DSSI,"Principal in arrears on long-term debt is defined as principal repayment due but not paid, on a cumulative basis. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
DT.AXA.PRVT.CD,arrears,principal,private,flow,"Principal arrears, private creditors (current US$)",81, International Debt Statistics: DSSI,"Principal in arrears on long-term debt is defined as principal repayment due but not paid, on a cumulative basis. Debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
DT.DFR.DPPG.CD,forgiveness,combined,all,flow,Debt forgiveness or reduction (current US$),81, International Debt Statistics: DSSI,Debt forgiveness or reduction shows the change in debt stock due to debt forgiveness or reduction. It is derived by subtracting debt forgiven and debt stock reduction from debt buyback. Data are in current U.S. dollars.,"World Bank, International Debt Statistics."
DT.DSF.DPPG.CD,forgiveness,combined,all,flow,Debt stock reduction (current US$),81, International Debt Statistics: DSSI,"Debt stock reductions show the amount that has been netted out of the stock of debt using debt conversion schemes such as buybacks and equity swaps or the discounted value of long-term bonds that were issued in exchange for outstanding debt. It includes the effect of any financial operation that will reduce the debt stock other than debt stock restructuring, repayment of principal and debt forgiven. In particular, debt stock reduction will include the face value of debt bought back, the face value of debt swapped for equity (or ""nature"" or ""development""), any face value reduction that might result as the consequence of a bond exchange, and any face value reduction resulting from an exchange of debt for discount bonds. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
DT.DOD.MDRI.CD,forgiveness,combined,all,stock,Debt forgiveness grants (current US$),81, International Debt Statistics: DSSI,Debt forgiveness grants data cover both debt cancelled by agreement between debtor and creditor and a reduction in the net present value of non-ODA debt achieved by concessional rescheduling or refinancing. The  data are on a disbursement basis and cover flows from all bilateral and multilateral donors. Data are in current U.S. dollars.,Development Assistance Committee of the Organisation for Economic Co-operation and Development.
DT.IXF.DPPG.CD,forgiveness,interest,all,flow,Interest forgiven (current US$),81, International Debt Statistics: DSSI,Interest forgiven is the amount of interest due or in arrears that was written off or forgiven in any given year. Data are in current U.S. dollars.,"World Bank, International Debt Statistics."
DT.AXF.DPPG.CD,forgiveness,principal,all,flow,Principal forgiven (current US$),81, International Debt Statistics: DSSI,"Principal forgiven is the amount of principal due or in arrears that was written off or forgiven in any given year. It includes debt forgiven within and outside Paris Club agreements, principal forgiven and principal arrears forgiven. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
DT.TXR.DPPG.CD,rescheduling,combined,all,flow,Total amount of debt rescheduled (current US$),81, International Debt Statistics: DSSI,"Total amount of debt rescheduled includes the debt stock, principal, interest, charges and penalties rescheduled. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
DT.DXR.DPPG.CD,rescheduling,combined,all,flow,Debt stock rescheduled (current US$),81, International Debt Statistics: DSSI,Debt stocks rescheduled is the amount of debt outstanding rescheduled in any given year. Data are in current U.S. dollars.,"World Bank, International Debt Statistics."
DT.IXR.DPPG.CD,rescheduling,interest,all,flow,Interest rescheduled (capitalized) (current US$),81, International Debt Statistics: DSSI,Interest rescheduled is the amount of interest due or in arrears that was rescheduled in any given year. (Interest capitalized is the interest that became part of the stock of debt due to a rescheduling operation.) Data are in current U.S. dollars.,"World Bank, International Debt Statistics."
DT.IXR.OFFT.CD,rescheduling,interest,official,flow,"Interest rescheduled, official (current US$)",81, International Debt Statistics: DSSI,"Interest rescheduled is the amount of interest due or in arrears that was rescheduled in any given year. Debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organizations include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars.","World Bank, International Debt Statistics."
